answer,current_clue,source_type,source_id,canonical_slug,source_ref,evidence_page_url,approved_count,fallback_used,rejected_candidates,rejected_reason_codes,manual_clue,reason_codes,reason_details,status
SAND VEIL,Weather-linked trait,ability,8,,https://pokeapi.co/api/v2/ability/8/,https://bulbapedia.bulbagarden.net/wiki/Sand_Veil_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SANDPIT,Gen V ability,ability,10019,,https://pokeapi.co/api/v2/ability/10019/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SANDS REACH,Hisui landmark,location,1013,,https://pokeapi.co/api/v2/location/1013/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SANDSTORM,Rock status move,move,201,,https://pokeapi.co/api/v2/move/201/,https://bulbapedia.bulbagarden.net/wiki/Sandstorm,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SAP SIPPER,protective ability,ability,157,,https://pokeapi.co/api/v2/ability/157/,https://bulbapedia.bulbagarden.net/wiki/Sap_Sipper_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SAPPHIRE,Plot-critical key,item,560,,https://pokeapi.co/api/v2/item/560/,https://bulbapedia.bulbagarden.net/wiki/Sapphire,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SAUSAGES,Berry-blending ingredient,item,1144,,https://pokeapi.co/api/v2/item/1144/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SAVANNA BIOME,Paldea landmark,location,1085,,https://pokeapi.co/api/v2/location/1085/,https://bulbapedia.bulbagarden.net/wiki/Savanna_Biome,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SAVANNA PLAZA,Paldea landmark,location,1086,,https://pokeapi.co/api/v2/location/1086/,https://bulbapedia.bulbagarden.net/wiki/Savanna_Plaza,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SCARLET BOG,Hisui landmark,location,1015,,https://pokeapi.co/api/v2/location/1015/,https://bulbapedia.bulbagarden.net/wiki/Scarlet_Bog,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SCHOOLING,Gen VII ability,ability,208,,https://pokeapi.co/api/v2/ability/208/,https://bulbapedia.bulbagarden.net/wiki/Schooling_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SCRAPPY,Gen IV ability,ability,113,,https://pokeapi.co/api/v2/ability/113/,https://bulbapedia.bulbagarden.net/wiki/Scrappy_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SCREEN CLEANER,Gen VIII ability,ability,251,,https://pokeapi.co/api/v2/ability/251/,https://bulbapedia.bulbagarden.net/wiki/Screen_Cleaner_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SCUFIB CHAMBER,Ancient regional ruins,location,495,,https://pokeapi.co/api/v2/location/495/,https://bulbapedia.bulbagarden.net/wiki/Tanoby_Chambers,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SEA SPIRITS DEN,Kalos landmark,location,679,,https://pokeapi.co/api/v2/location/679/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SECRET BASE,Hoenn landmark,location,585,,https://pokeapi.co/api/v2/location/585/,https://bulbapedia.bulbagarden.net/wiki/Secret_Base,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SECRET KEY,Unlocks progression content,item,445,,https://pokeapi.co/api/v2/item/445/,https://bulbapedia.bulbagarden.net/wiki/Secret_Key,2,false,Story or event key item,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SECRET POWER,Normal physical move,move,290,,https://pokeapi.co/api/v2/move/290/,https://bulbapedia.bulbagarden.net/wiki/Secret_Power_(move),2,false,70-power move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SEED SOWER,Gen IX ability,ability,269,,https://pokeapi.co/api/v2/ability/269/,https://bulbapedia.bulbagarden.net/wiki/Seed_Sower_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SEISMIC TOSS,Fighting physical move,move,69,,https://pokeapi.co/api/v2/move/69/,https://bulbapedia.bulbagarden.net/wiki/Seismic_Toss_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SEQUENCE,Gen V ability,ability,10033,,https://pokeapi.co/api/v2/ability/10033/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SERIOUS MINT,Even-stat nature changer,item,1309,,https://pokeapi.co/api/v2/item/1309/,https://bulbapedia.bulbagarden.net/wiki/Serious_Mint,2,false,Nature-changing mint,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHACKLE,core-series ability,ability,10058,,https://pokeapi.co/api/v2/ability/10058/,,1,true,,,,needs_more_crossword_clues|weak_connections_descriptors|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, fallback_only, needs_more_crossword_clues",needs_review
SHADOW,battle element,type,10002,,https://pokeapi.co/api/v2/type/10002/,https://bulbapedia.bulbagarden.net/wiki/Shadow,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
SHADOW BLAST,critical-hit move,move,10002,,https://pokeapi.co/api/v2/move/10002/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Blast_(move),2,false,Shadow physical move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW BLITZ,40-power move,move,10003,,https://pokeapi.co/api/v2/move/10003/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Blitz_(move),1,false,Shadow physical move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW BOLT,paralyzing move,move,10004,,https://pokeapi.co/api/v2/move/10004/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Bolt_(move),2,false,Shadow special move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW BREAK,75-power move,move,10005,,https://pokeapi.co/api/v2/move/10005/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Break_(move),1,false,Shadow physical move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW CHILL,75-power move,move,10006,,https://pokeapi.co/api/v2/move/10006/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Chill_(move),1,false,Shadow special move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW DASH,Gen V ability,ability,10049,,https://pokeapi.co/api/v2/ability/10049/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW DOWN,debuffing move,move,10012,,https://pokeapi.co/api/v2/move/10012/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Down_(move),1,false,Shadow status move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW END,120-power move,move,10007,,https://pokeapi.co/api/v2/move/10007/,https://bulbapedia.bulbagarden.net/wiki/Shadow_End_(move),1,false,Shadow physical move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW FIRE,burning move,move,10008,,https://pokeapi.co/api/v2/move/10008/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Fire_(move),2,false,Shadow special move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW HALF,Halves everyone's HP,move,10013,,https://pokeapi.co/api/v2/move/10013/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Half_(move),1,false,Shadow special move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW HOLD,Prevents foes from leaving battle,move,10014,,https://pokeapi.co/api/v2/move/10014/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Hold_(move),1,false,Shadow status move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW MIST,debuffing move,move,10015,,https://pokeapi.co/api/v2/move/10015/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Mist_(move),1,false,Shadow status move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW PANIC,Confusion-causing move,move,10016,,https://pokeapi.co/api/v2/move/10016/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Panic_(move),1,false,Shadow status move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW RAVE,70-power move,move,10009,,https://pokeapi.co/api/v2/move/10009/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Rave_(move),1,false,Shadow special move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW RUSH,critical-hit move,move,10001,,https://pokeapi.co/api/v2/move/10001/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Rush_(move),2,false,Shadow physical move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW SHED,Removes Light Screen and Reflect,move,10017,,https://pokeapi.co/api/v2/move/10017/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Shed_(move),1,false,Shadow status move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW SHIELD,Gen VII ability,ability,231,,https://pokeapi.co/api/v2/ability/231/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Shield_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW SKY,Battlefield weather move,move,10018,,https://pokeapi.co/api/v2/move/10018/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Sky_(move),1,false,Shadow status move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW STORM,95-power move,move,10010,,https://pokeapi.co/api/v2/move/10010/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Storm_(move),1,false,Shadow special move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHADOW WAVE,50-power move,move,10011,,https://pokeapi.co/api/v2/move/10011/,https://bulbapedia.bulbagarden.net/wiki/Shadow_Wave_(move),1,false,Shadow special move || Gen III Shadow move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHALOUR,Town-side landmark,location,624,,https://pokeapi.co/api/v2/location/624/,https://bulbapedia.bulbagarden.net/wiki/Shalour_City,2,false,,,,needs_more_crossword_clues|weak_connections_descriptors|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, needs_more_crossword_clues",needs_review
SHALOUR GATE,Kalos landmark,location,666,,https://pokeapi.co/api/v2/location/666/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHALOUR SABLE,Gen VI status cures,item,765,,https://pokeapi.co/api/v2/item/765/,https://bulbapedia.bulbagarden.net/wiki/Shalour_Sable,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHARE,Gen V ability,ability,10047,,https://pokeapi.co/api/v2/ability/10047/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHARPNESS,poisoning ability,ability,292,,https://pokeapi.co/api/v2/ability/292/,https://bulbapedia.bulbagarden.net/wiki/Sharpness_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHEER COLD,Ice special move,move,329,,https://pokeapi.co/api/v2/move/329/,https://bulbapedia.bulbagarden.net/wiki/Sheer_Cold_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHINY STONE,Evolution-trigger item,item,107,,https://pokeapi.co/api/v2/item/107/,https://bulbapedia.bulbagarden.net/wiki/Shiny_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHOCK DRIVE,Species-linked power item,item,564,,https://pokeapi.co/api/v2/item/564/,https://bulbapedia.bulbagarden.net/wiki/Shock_Drive,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHORE UP,Ground status move,move,659,,https://pokeapi.co/api/v2/move/659/,https://bulbapedia.bulbagarden.net/wiki/Shore_Up_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SHROUDED RUINS,Hisui landmark,location,1018,,https://pokeapi.co/api/v2/location/1018/,https://bulbapedia.bulbagarden.net/wiki/Shrouded_Ruins,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SILVER BOTTLE,Picnic item,item,2053,,https://pokeapi.co/api/v2/item/2053/,https://bulbapedia.bulbagarden.net/wiki/Silver_Bottle,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
SILVER CUP,Picnic item,item,2063,,https://pokeapi.co/api/v2/item/2063/,https://bulbapedia.bulbagarden.net/wiki/Silver_Cup,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
SILVER PICK,Picnic item,item,2037,,https://pokeapi.co/api/v2/item/2037/,https://bulbapedia.bulbagarden.net/wiki/Silver_Pick,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
SIMPLE BEAM,Normal status move,move,493,,https://pokeapi.co/api/v2/move/493/,https://bulbapedia.bulbagarden.net/wiki/Simple_Beam_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SINJOH RUINS,Johto landmark,location,247,,https://pokeapi.co/api/v2/location/247/,https://bulbapedia.bulbagarden.net/wiki/Sinjoh_Ruins,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SINNOH CAFE,Regional cafe,location,210,,https://pokeapi.co/api/v2/location/210/,,1,false,Sinnoh landmark || Sinnoh cafe,"answer_fragment_leak || answer_fragment_leak,unknown_evidence_ref",,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SINNOH VILLA,Regional villa,location,221,,https://pokeapi.co/api/v2/location/221/,,1,false,Sinnoh landmark || Sinnoh villa,"answer_fragment_leak || answer_fragment_leak,unknown_evidence_ref",,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SKATER,Gen V ability,ability,10003,,https://pokeapi.co/api/v2/ability/10003/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SKETCH,Normal status move,move,166,,https://pokeapi.co/api/v2/move/166/,https://bulbapedia.bulbagarden.net/wiki/Sketch_(move),2,false,Copies the foe's last move,near_verbatim_source,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SKILL LINK,Gen IV ability,ability,92,,https://pokeapi.co/api/v2/ability/92/,https://bulbapedia.bulbagarden.net/wiki/Skill_Link_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SKILL SWAP,Psychic status move,move,285,,https://pokeapi.co/api/v2/move/285/,https://bulbapedia.bulbagarden.net/wiki/Skill_Swap_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLACK OFF,Normal status move,move,303,,https://pokeapi.co/api/v2/move/303/,https://bulbapedia.bulbagarden.net/wiki/Slack_Off_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLEEP POWDER,Grass status move,move,79,,https://pokeapi.co/api/v2/move/79/,https://bulbapedia.bulbagarden.net/wiki/Sleep_Powder_(move),2,false,Move that puts foes to sleep,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLEEP TALK,Normal status move,move,214,,https://pokeapi.co/api/v2/move/214/,https://bulbapedia.bulbagarden.net/wiki/Sleep_Talk_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLIPPERY SLOPE,Galar landmark,location,929,,https://pokeapi.co/api/v2/location/929/,https://bulbapedia.bulbagarden.net/wiki/Slippery_Slope,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLOW START,switching ability,ability,112,,https://pokeapi.co/api/v2/ability/112/,https://bulbapedia.bulbagarden.net/wiki/Slow_Start_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLOWPOKE CUP,Picnic item,item,2062,,https://pokeapi.co/api/v2/item/2062/,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_Cup,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
SLOWPOKE TAIL,unused,item,473,,https://pokeapi.co/api/v2/item/473/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLUDGE MOUND,Hisui landmark,location,1019,,https://pokeapi.co/api/v2/location/1019/,https://bulbapedia.bulbagarden.net/wiki/Sludge_Mound,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SLUSH RUSH,Weather-linked trait,ability,202,,https://pokeapi.co/api/v2/ability/202/,https://bulbapedia.bulbagarden.net/wiki/Slush_Rush_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMALL BOUQUET,Valuable sellable loot,item,1035,,https://pokeapi.co/api/v2/item/1035/,https://bulbapedia.bulbagarden.net/wiki/Small_Bouquet,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMART CANDY,Gen VII vitamins,item,1043,,https://pokeapi.co/api/v2/item/1043/,https://bulbapedia.bulbagarden.net/wiki/Smart_Candy,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMART CANDY L,Gen VII vitamins,item,1049,,https://pokeapi.co/api/v2/item/1049/,https://bulbapedia.bulbagarden.net/wiki/Smart_Candy_L,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMART CANDY XL,vitamins,item,1055,,https://pokeapi.co/api/v2/item/1055/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMOKE BALL,Held battle item,item,205,,https://pokeapi.co/api/v2/item/205/,https://bulbapedia.bulbagarden.net/wiki/Smoke_Ball,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMOKE POKE TAIL,Berry-blending ingredient,item,1151,,https://pokeapi.co/api/v2/item/1151/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMOKED FILLET,Berry-blending ingredient,item,1742,,https://pokeapi.co/api/v2/item/1742/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SMOOTH ROCK,Held battle item,item,260,,https://pokeapi.co/api/v2/item/260/,https://bulbapedia.bulbagarden.net/wiki/Smooth_Rock,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SNIPER,critical-hit trait,ability,97,,https://pokeapi.co/api/v2/ability/97/,https://bulbapedia.bulbagarden.net/wiki/Sniper_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SNORLIUM Z BAG,unused,item,963,,https://pokeapi.co/api/v2/item/963/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SNOW CLOAK,Weather-linked trait,ability,81,,https://pokeapi.co/api/v2/ability/81/,https://bulbapedia.bulbagarden.net/wiki/Snow_Cloak_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SNOW WARNING,Weather-linked trait,ability,117,,https://pokeapi.co/api/v2/ability/117/,https://bulbapedia.bulbagarden.net/wiki/Snow_Warning_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SNOWBELLE GATE,Kalos landmark,location,670,,https://pokeapi.co/api/v2/location/670/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SOAK,Water status move,move,487,,https://pokeapi.co/api/v2/move/487/,https://bulbapedia.bulbagarden.net/wiki/Soak_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SOFT BOILED,Normal status move,move,135,,https://pokeapi.co/api/v2/move/135/,https://bulbapedia.bulbagarden.net/wiki/Soft-Boiled_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SOLAR POWER,Weather-linked trait,ability,94,,https://pokeapi.co/api/v2/ability/94/,https://bulbapedia.bulbagarden.net/wiki/Solar_Power_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SOLGANIUM Z BAG,unused,item,973,,https://pokeapi.co/api/v2/item/973/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SOLID ROCK,Gen IV ability,ability,116,,https://pokeapi.co/api/v2/ability/116/,https://bulbapedia.bulbagarden.net/wiki/Solid_Rock_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SONIAS BOOK,Plot-critical key,item,1328,,https://pokeapi.co/api/v2/item/1328/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SONOROUS PATH,Hisui landmark,location,1023,,https://pokeapi.co/api/v2/location/1023/,https://bulbapedia.bulbagarden.net/wiki/Sonorous_Path,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SOOTHE BELL,Special Poke Ball,item,195,,https://pokeapi.co/api/v2/item/195/,https://bulbapedia.bulbagarden.net/wiki/Soothe_Bell,3,false,,,,duplicate_surface,duplicate_surface,needs_review
SOUL HEART,boosting trait,ability,220,,https://pokeapi.co/api/v2/ability/220/,https://bulbapedia.bulbagarden.net/wiki/Soul-Heart_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPACE WORLD,Gen IV location,location,281,,https://pokeapi.co/api/v2/location/281/,https://bulbapedia.bulbagarden.net/wiki/Nintendo_Space_World,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
SPEAR PILLAR,Ancient regional ruins,location,172,,https://pokeapi.co/api/v2/location/172/,https://bulbapedia.bulbagarden.net/wiki/Spear_Pillar,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPEED BOOST,boosting trait,ability,3,,https://pokeapi.co/api/v2/ability/3/,https://bulbapedia.bulbagarden.net/wiki/Speed_Boost_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPEED SWAP,Psychic status move,move,683,,https://pokeapi.co/api/v2/move/683/,https://bulbapedia.bulbagarden.net/wiki/Speed_Swap_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
