answer,candidate_clue,source_type,source_id,source_ref,reasons
ROTO HP RESTORE,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,1002,https://pokeapi.co/api/v2/item/1002/,disallowed_pattern
ROTO PP RESTORE,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,1003,https://pokeapi.co/api/v2/item/1003/,disallowed_pattern
RUSTURF TUNNEL,Location: region Hoenn; listed in Gen VI; 1 named area; location index #436.,location,436,https://pokeapi.co/api/v2/location/436/,disallowed_pattern
SCUFIB CHAMBER,Location: region Kanto; 1 named area; location index #495.,location,495,https://pokeapi.co/api/v2/location/495/,disallowed_pattern
SEAGRASS HAVEN,Location: region Hisui; 1 named area; location index #1016.,location,1016,https://pokeapi.co/api/v2/location/1016/,disallowed_pattern
SEALED CHAMBER,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #579.,location,579,https://pokeapi.co/api/v2/location/579/,disallowed_pattern
SEASIDE HOLLOW,Location: region Hisui; 1 named area; location index #1017.,location,1017,https://pokeapi.co/api/v2/location/1017/,disallowed_pattern
SEA SPIRITS DEN,Location: region Kalos; listed in Gen VI; 1 named area; location index #679.,location,679,https://pokeapi.co/api/v2/location/679/,disallowed_pattern
SECLUDED SHORE,Location: region Alola; listed in Gen VII; 1 named area; location index #757.,location,757,https://pokeapi.co/api/v2/location/757/,disallowed_pattern
SENDOFF SPRING,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #178.,location,178,https://pokeapi.co/api/v2/location/178/,disallowed_pattern
SEVAULT CANYON,Location: region Kanto; 1 named area; location index #520.,location,520,https://pokeapi.co/api/v2/location/520/,disallowed_pattern
SHROUDED RUINS,Location: region Hisui; 1 named area; location index #1018.,location,1018,https://pokeapi.co/api/v2/location/1018/,disallowed_pattern
SLIPPERY SLOPE,Location: region Galar; 1 named area; location index #929.,location,929,https://pokeapi.co/api/v2/location/929/,disallowed_pattern
SNOWBELLE GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #670.,location,670,https://pokeapi.co/api/v2/location/670/,disallowed_pattern
SOCARRAT TRAIL,Location: region Paldea; 0 named areas; location index #860.,location,860,https://pokeapi.co/api/v2/location/860/,disallowed_pattern
SOLACEON RUINS,Location: region Sinnoh; listed in Gen IV; 18 named areas; location index #12.,location,12,https://pokeapi.co/api/v2/location/12/,disallowed_pattern
SOLGANIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,973,https://pokeapi.co/api/v2/item/973/,disallowed_pattern
SPIKES PASSAGE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #616.,location,616,https://pokeapi.co/api/v2/location/616/,disallowed_pattern
SS TICKET HOENN,Unused item: XXX new effect for this item-this item--this item (seen in Gen VII to Gen VIII).,item,933,https://pokeapi.co/api/v2/item/933/,disallowed_pattern
STARK MOUNTAIN,Location: region Sinnoh; listed in Gen IV; 4 named areas; location index #16.,location,16,https://pokeapi.co/api/v2/location/16/,disallowed_pattern
STEAMDRIFT WAY,Location: region Galar; 1 named area; location index #936.,location,936,https://pokeapi.co/api/v2/location/936/,disallowed_pattern
THREE ISLE PATH,Location: region Kanto; 0 named areas; location index #807.,location,807,https://pokeapi.co/api/v2/location/807/,disallowed_pattern
THREE ISLE PORT,Location: region Kanto; 1 named area; location index #509.,location,509,https://pokeapi.co/api/v2/location/509/,disallowed_pattern
TIMELESS WOODS,Location: region Paldea; 0 named areas; location index #1074.,location,1074,https://pokeapi.co/api/v2/location/1074/,disallowed_pattern
TOWER OF WATERS,Location: region Galar; 1 named area; location index #942.,location,942,https://pokeapi.co/api/v2/location/942/,disallowed_pattern
TREASURE BEACH,Location: region Kanto; 1 named area; location index #506.,location,506,https://pokeapi.co/api/v2/location/506/,disallowed_pattern
TWIST MOUNTAIN,Location: region Unova; listed in Gen V; 2 named areas; location index #380.,location,380,https://pokeapi.co/api/v2/location/380/,disallowed_pattern
VEILSTONE CAPE,Location: region Hisui; 1 named area; location index #1034.,location,1034,https://pokeapi.co/api/v2/location/1034/,disallowed_pattern
VERDANT CAVERN,Location: region Alola; 2 named areas; location index #1043.,location,1043,https://pokeapi.co/api/v2/location/1043/,disallowed_pattern
VIAPOS CHAMBER,Location: region Kanto; 1 named area; location index #497.,location,497,https://pokeapi.co/api/v2/location/497/,disallowed_pattern
VILLAGE BRIDGE,Location: region Unova; listed in Gen V; 1 named area; location index #409.,location,409,https://pokeapi.co/api/v2/location/409/,disallowed_pattern
WEEPTH CHAMBER,Location: region Kanto; 1 named area; location index #493.,location,493,https://pokeapi.co/api/v2/location/493/,disallowed_pattern
WISTFUL FIELDS,Location: region Paldea; 0 named areas; location index #1075.,location,1075,https://pokeapi.co/api/v2/location/1075/,disallowed_pattern
